Oil well operation parameters (2013 - 2021 y). Well № 807,,,,,,,,
,,,,,,,,
Date,"
Oil volume (m3/day)",Volume of liquid (m3/day),"
Gas volume (m3/day)",Water volume (m3/day),Water cut (%) ,"
Working hours","
Dynamic level (m)","
Reservoir pressure (atm)"
2017/7/22,13,54,3566,41,75,24,1858,150
2017/7/23,13,52,3388,39,75,23,1858,149
2017/7/24,13,54,3566,41,75,24,1858,149
2017/7/25,13,54,3566,41,75,24,1858,149
2017/7/26,13,54,3566,41,75,24,1863,149
2017/7/27,13,55,3585,41,75,24,1863,149
2017/7/28,13,55,3585,41,75,24,1863,149
2017/7/29,13,55,3585,41,75,24,1863,149
2017/7/30,13,55,3585,41,75,24,1863,149
2017/7/31,13,55,3585,41,75,24,1863,149
2017/8/1,13,55,3585,41,75,24,1863,149
2017/8/2,14,55,3729,41,74,24,1863,149
2017/8/3,12,47,3189,35,74,24,1863,149
2017/8/4,12,47,3189,35,74,24,1863,149
2017/8/5,14,51,3744,37,72,24,1863,149
2017/8/6,13,51,3476,38,74,24,1863,149
2017/8/7,13,51,3476,38,74,24,1863,149
2017/8/8,11,43,2926,32,74,20,1863,149
2017/8/9,13,51,3476,38,74,24,1863,149
2017/8/10,13,52,3517,38,74,24,1863,149
2017/8/11,15,52,3923,37,71,24,1863,149
2017/8/12,15,52,3923,37,71,24,1863,149
2017/8/13,14,49,3727,35,71,23,1863,149
2017/8/14,15,52,3923,37,71,24,1863,149
2017/8/15,15,52,3923,37,71,24,1863,149
2017/8/16,14,49,3740,35,71,24,1846,149
2017/8/17,14,49,3740,35,71,24,1810,149
2017/8/18,17,56,4593,39,69,24,1829,148
2017/8/19,17,56,4593,39,69,24,1829,148
2017/8/20,17,56,4593,39,69,24,1843,148
2017/8/21,16,53,4348,37,69,24,1842,148
2017/8/22,16,53,4348,37,69,24,1847,148
2017/8/23,17,53,4489,37,68,24,1847,148
2017/8/24,14,46,3875,32,68,24,1843,148
2017/8/25,14,45,3762,31,68,23,1847,148
2017/8/26,14,45,3762,31,68,23,1847,148
2017/8/27,21,68,5537,47,69,24,1857,148
2017/8/28,21,68,5537,47,69,24,1857,148
2017/8/29,16,51,4177,36,69,24,1844,148
2017/8/30,16,53,4308,37,69,24,1844,148
2017/8/31,16,53,4308,37,69,24,1856,148
2017/9/1,16,54,4373,37,69,24,1856,148
2017/9/2,17,54,4514,37,68,24,1853,148
2017/9/3,17,54,4514,37,68,24,1853,148
2017/9/4,17,54,4514,37,68,24,1869,148
2017/9/5,18,58,4833,40,68,24,1872,148
2017/9/6,19,58,4984,39,67,24,1872,148
2017/9/7,18,55,4776,37,67,24,1832,148
2017/9/8,18,55,4776,37,67,24,1848,148
2017/9/9,18,55,4776,37,67,24,1846,148
2017/9/10,18,55,4776,37,67,24,1847,148
2017/9/11,19,56,5102,37,65,24,1845,148
2017/9/12,19,56,5102,37,65,24,1845,148
2017/9/13,19,56,5102,37,65,24,1845,147
2017/9/14,19,56,5102,37,65,24,1846,147
2017/9/15,19,56,5102,37,65,24,1843,147
2017/9/16,19,56,5102,37,65,24,1843,147
2017/9/17,19,56,5102,37,65,24,1843,147
2017/9/18,14,52,3817,38,72,24,1843,147
2017/9/19,14,52,3817,38,72,24,1843,147
2017/9/20,14,52,3817,38,72,24,1843,147
2017/9/21,14,52,3817,38,72,24,1843,147
2017/9/22,14,52,3817,38,72,24,1843,147
2017/9/23,14,52,3681,38,73,24,1843,147
2017/9/24,14,52,3681,38,73,24,1843,147
2017/9/25,14,52,3681,38,73,24,1843,147
2017/9/26,14,52,3681,38,73,24,1843,147
2017/9/27,11,52,2999,41,78,24,1843,147
2017/9/28,11,52,2863,41,79,24,1843,147
2017/9/29,11,55,3023,44,79,24,1843,147
2017/9/30,11,55,3023,44,79,24,1843,147
2017/10/1,11,55,3023,44,79,24,1843,147
2017/10/2,11,55,3023,44,79,24,1843,147
2017/10/3,11,55,3023,44,79,24,1843,147
2017/10/4,11,55,3023,44,79,24,1843,147
2017/10/5,11,54,2973,43,79,24,1843,147
2017/10/6,12,54,3115,42,78,24,1843,147
2017/10/7,11,52,3022,41,78,24,1843,147
2017/10/8,12,54,3256,42,77,24,1850,147
2017/10/9,12,54,3256,42,77,24,1850,146
2017/10/10,12,54,3256,42,77,24,1850,146
2017/10/11,12,54,3256,42,77,24,1850,146
2017/10/12,11,54,2973,43,79,24,1850,146
2017/10/13,11,54,2973,43,79,24,1850,146
2017/10/14,11,54,2973,43,79,24,1850,146
2017/10/15,11,54,2973,43,79,24,1850,146
2017/10/16,11,54,2973,43,79,24,1846,146
2017/10/17,10,50,2769,40,79,24,1846,146
2017/10/18,11,50,2901,39,78,24,1858,146
2017/10/19,12,58,3340,45,78,24,1876,146
2017/10/20,12,58,3340,45,78,24,1862,146
2017/10/21,12,58,3340,45,78,24,1863,146
2017/10/22,12,55,3190,43,78,24,1863,146
2017/10/23,12,54,3123,42,78,24,1864,146
2017/10/24,12,55,3190,43,78,24,1863,146
2017/10/25,12,55,3190,43,78,24,1858,146
2017/10/26,14,66,3837,52,78,24,1855,146
2017/10/27,12,57,3265,44,78,24,1851,146
2017/10/28,11,52,2993,41,78,24,1850,146
2017/10/29,11,52,2993,41,78,24,1857,146
2017/10/30,11,52,2993,41,78,24,1851,146
2017/10/31,11,52,2993,41,78,24,1850,146
2017/11/1,12,55,3196,43,78,24,1848,146
2017/11/2,12,55,3196,43,78,24,1846,146
2017/11/3,12,55,3184,43,78,24,1848,145
2017/11/4,16,69,4325,52,76,24,1819,145
2017/11/5,16,69,4325,52,76,24,1831,145
2017/11/6,13,55,3493,42,76,24,1829,145
2017/11/7,12,52,3259,40,76,24,1832,145
2017/11/8,12,52,3259,40,76,24,1833,145
2017/11/9,13,55,3455,42,76,24,1832,145
2017/11/10,13,55,3455,42,76,24,1832,145
2017/11/11,14,58,3663,44,76,24,1831,145
2017/11/12,12,53,3335,40,76,24,1831,145
2017/11/13,12,53,3335,40,76,24,1698,145
2017/11/14,12,53,3335,40,76,24,1816,145
2017/11/15,12,53,3335,40,76,24,1830,145
2017/11/16,12,53,3335,40,76,24,1830,145
2017/11/17,12,53,3335,40,76,24,1825,145
2017/11/18,13,56,3518,43,76,24,1825,145
2017/11/19,13,56,3518,43,76,24,1830,145
2017/11/20,13,56,3518,43,76,24,1830,145
2017/11/21,13,56,3518,43,76,24,1831,145
2017/11/22,13,52,3441,40,75,24,1831,145
2017/11/23,13,52,3441,40,75,24,1831,145
2017/11/24,13,52,3441,40,75,24,1829,145
2017/11/25,13,52,3441,40,75,24,1842,145
2017/11/26,13,52,3579,39,74,24,1842,145
2017/11/27,13,52,3579,39,74,24,1842,145
2017/11/28,13,52,3579,39,74,24,1756,145
2017/11/29,14,55,3784,41,74,24,1767,144
2017/11/30,14,55,3784,41,74,24,1757,144
2017/12/1,14,55,3784,41,74,24,1757,144
2017/12/2,14,55,3784,41,74,24,1757,144
2017/12/3,14,55,3784,41,74,24,1757,144
2017/12/4,14,55,3784,41,74,24,1757,144
2017/12/5,16,58,4295,42,72,24,1757,144
2017/12/6,16,58,4295,42,72,24,1757,144
2017/12/7,16,58,4295,42,72,24,1757,144
2017/12/8,16,58,4295,42,72,24,1757,144
2017/12/9,16,58,4295,42,72,24,1757,144
2017/12/10,16,58,4295,42,72,24,1757,144
2017/12/11,16,58,4295,42,72,24,1757,144
2017/12/12,15,58,3988,44,74,24,1757,144
2017/12/13,15,58,3988,44,74,24,1757,144
2017/12/14,15,58,3988,44,74,24,1757,144
2017/12/15,15,58,3988,44,74,24,1757,144
2017/12/16,15,57,3900,43,74,24,1757,144
2017/12/17,14,57,3750,43,75,24,1938,144
2017/12/18,14,57,3750,43,75,24,1940,144
2017/12/19,13,55,3592,41,75,24,1938,144
2017/12/20,13,55,3592,41,75,24,1915,144
2017/12/21,14,58,3809,44,75,24,1918,144
2017/12/22,14,58,3809,44,75,24,1915,144
2017/12/23,14,57,3756,43,75,24,1920,144
2017/12/24,14,57,3756,43,75,24,1917,144
2017/12/25,14,57,3730,43,75,24,1917,143
2017/12/26,14,57,3730,43,75,24,1919,143
2017/12/27,14,56,3704,43,75,24,1918,143
2017/12/28,14,56,3704,43,75,24,1919,143
2017/12/29,14,60,3770,46,76,24,1921,143
2017/12/30,10,43,2708,33,76,18,1930,143
2017/12/31,14,59,3713,45,76,24,1917,143
2018/1/1,14,59,3713,45,76,24,1914,143
2018/1/2,14,59,3713,45,76,24,1914,143
2018/1/3,14,59,3713,45,76,24,1910,143
2018/1/4,14,56,3684,42,75,24,1916,143
2018/1/5,14,56,3684,42,75,24,1909,143
2018/1/6,12,52,3284,40,76,24,1921,143
2018/1/7,12,52,3284,40,76,24,1919,143
2018/1/8,12,53,3354,41,76,24,1919,143
2018/1/9,12,53,3354,41,76,24,1922,143
2018/1/10,13,57,3581,43,76,24,1919,143
2018/1/11,13,57,3581,43,76,24,1920,143
2018/1/12,12,57,3282,45,78,24,1921,143
2018/1/13,11,53,3074,42,78,24,1921,143
2018/1/14,11,53,3074,42,78,24,1872,143
2018/1/15,11,57,3010,46,80,24,1919,143
2018/1/16,11,57,3010,46,80,24,1918,143
2018/1/17,11,57,2973,46,80,24,1919,143
2018/1/18,11,57,2973,46,80,24,1918,143
2018/1/19,11,57,2973,46,80,24,1917,143
2018/1/20,12,60,3131,48,80,24,1918,142
2018/1/21,12,60,3131,48,80,24,1920,142
2018/1/22,12,60,3131,48,80,24,1922,142
2018/1/23,12,60,3131,48,80,24,1922,142
2018/1/24,11,56,2952,45,80,24,1922,142
2018/1/25,11,56,2952,45,80,24,1922,142
2018/1/26,11,56,2952,45,80,24,1922,142
2018/1/27,11,56,2952,45,80,24,1922,142
2018/1/28,11,56,2952,45,80,24,1922,142
2018/1/29,11,56,2952,45,80,24,1922,142
2018/1/30,11,56,2952,45,80,24,1922,142
2018/1/31,13,56,3395,44,77,24,1922,142
2018/2/1,13,56,3395,44,77,24,1922,142
2018/2/2,13,56,3395,44,77,24,1922,142
2018/2/3,13,56,3395,44,77,24,1922,142
2018/2/4,13,56,3395,44,77,24,1922,142
2018/2/5,13,56,3395,44,77,24,1922,142
2018/2/6,13,56,3395,44,77,24,1922,142
2018/2/7,13,56,3395,44,77,24,1922,142
2018/2/8,13,56,3395,44,77,24,1922,142
2018/2/9,14,56,3838,42,74,24,1922,142
2018/2/10,14,56,3838,42,74,24,1922,142
2018/2/11,14,56,3838,42,74,24,1922,142
2018/2/12,14,56,3838,42,74,24,1922,142
2018/2/13,14,56,3838,42,74,24,1922,142
2018/2/14,13,56,3543,43,76,24,1922,142
2018/2/15,13,56,3543,43,76,24,1922,141
2018/2/16,13,56,3543,43,76,24,1922,141
2018/2/17,13,56,3543,43,76,24,1922,141
2018/2/18,13,56,3543,43,76,24,1922,141
2018/2/19,14,60,3751,46,76,24,1922,141
2018/2/20,14,60,3751,46,76,24,1925,141
2018/2/21,14,60,3751,46,76,24,1925,141
2018/2/22,13,60,3438,47,78,24,1985,141
2018/2/23,13,60,3438,47,78,24,1938,141
2018/2/24,13,60,3438,47,78,24,1934,141
2018/2/25,13,60,3595,46,77,24,1934,141
2018/2/26,14,62,3764,48,77,24,1934,141
2018/2/27,14,62,3764,48,77,24,1934,141
2018/2/28,14,62,3764,48,77,24,1750,141
2018/3/1,14,62,3764,48,77,24,1758,141
2018/3/2,13,56,3401,44,77,24,1758,141
2018/3/3,13,56,3401,44,77,24,1738,141
2018/3/4,13,56,3401,44,77,24,1738,141
2018/3/5,13,56,3401,44,77,24,1772,141
2018/3/6,13,56,3401,44,77,24,1782,141
2018/3/7,13,56,3401,44,77,24,1782,141
2018/3/8,13,56,3549,43,76,24,1782,141
2018/3/9,14,56,3697,43,75,24,1782,141
2018/3/10,14,56,3845,42,74,24,1782,141
2018/3/11,15,56,3993,41,73,24,1782,141
2018/3/12,15,56,4141,41,72,24,1782,140
2018/3/13,16,56,4289,40,71,24,1782,140
2018/3/14,17,56,4437,40,70,24,1782,140
2018/3/15,3,62,812,59,95,20,1872,140
2018/3/16,6,66,1731,59,90,24,1872,140
2018/3/17,8,66,2250,58,87,24,1872,140
2018/3/18,8,66,2247,57,87,24,1872,140
2018/3/19,8,66,2247,57,87,24,1872,140
2018/3/20,11,64,2844,53,83,24,1872,140
2018/3/21,12,63,3320,51,80,24,1872,140
2018/3/22,14,63,3652,50,78,24,1872,140
2018/3/23,14,63,3652,50,78,24,1872,140
2018/3/24,14,63,3652,50,78,24,1872,140
2018/3/25,14,63,3652,50,78,24,1872,140
2018/3/26,15,63,3984,48,76,24,1872,140
2018/3/27,15,63,3984,48,76,24,1872,140
2018/3/28,15,63,3984,48,76,24,1872,140
2018/3/29,15,63,3984,48,76,24,1872,140
2018/3/30,15,63,3984,48,76,24,1872,140
2018/3/31,15,63,3984,48,76,24,1872,140
2018/4/1,15,65,4079,50,76,24,1872,140
2018/4/2,15,65,4079,50,76,24,1872,140
2018/4/3,15,65,4079,50,76,24,1872,140
2018/4/4,15,65,4079,50,76,24,1872,140
2018/4/5,15,65,4079,50,76,24,1872,140
2018/4/6,15,65,4079,50,76,24,1872,140
2018/4/7,15,65,4079,50,76,24,1872,139
2018/4/8,15,65,4079,50,76,24,1872,139
2018/4/9,16,65,4249,49,75,24,1872,139
2018/4/10,14,56,3690,42,75,24,1872,139
2018/4/11,14,57,3737,43,75,24,1872,139
2018/4/12,14,57,3737,43,75,24,1872,139
2018/4/13,15,57,4035,42,73,24,1872,139
2018/4/14,14,53,3733,39,73,22,1872,139
2018/4/15,15,57,4035,42,73,24,1872,139
2018/4/16,15,57,4035,42,73,24,1872,139
2018/4/17,15,57,4019,42,73,24,1872,139
2018/4/18,15,57,4035,42,73,24,1872,139
2018/4/19,15,57,4035,42,73,24,1872,139
2018/4/20,16,59,4163,43,73,24,1872,139
2018/4/21,16,59,4184,43,73,24,1872,139
2018/4/22,16,59,4184,43,73,24,1872,139
2018/4/23,17,64,4518,47,73,24,1872,139
2018/4/24,17,64,4518,47,73,24,1872,139
2018/4/25,17,64,4518,47,73,24,1872,139
2018/4/26,17,64,4518,47,73,24,1872,139
2018/4/27,16,64,4350,48,74,24,1872,139
2018/4/28,14,57,3879,42,74,21,1872,139
2018/4/29,16,62,4200,46,74,24,1872,139
2018/4/30,14,57,3866,42,74,24,1872,139
2018/5/1,14,57,3866,42,74,24,1872,139
2018/5/2,13,52,3527,39,74,22,1872,139
2018/5/3,15,57,4057,42,73,24,1872,138
2018/5/4,16,62,4418,46,73,24,1872,138
2018/5/5,16,62,4418,46,73,24,1872,138
2018/5/6,16,62,4418,46,73,24,1872,138
2018/5/7,14,54,3823,40,73,22,1872,138
2018/5/8,16,59,4170,43,73,24,1872,138
2018/5/9,16,59,4170,43,73,24,1872,138
2018/5/10,16,59,4170,43,73,24,1872,138
2018/5/11,14,58,3835,44,75,24,1872,138
2018/5/12,14,56,3697,43,75,24,1872,138
2018/5/13,14,56,3697,43,75,24,1872,138
2018/5/14,14,58,3776,43,75,24,1872,138
2018/5/15,14,58,3776,43,75,24,1872,138
2018/5/16,13,52,3421,39,75,24,1872,138
2018/5/17,13,52,3421,39,75,24,1872,138
2018/5/18,13,52,3421,39,75,24,1872,138
2018/5/19,13,52,3421,39,75,24,1872,138
2018/5/20,13,52,3441,40,75,24,1872,138
2018/5/21,12,52,3303,40,76,24,1872,138
2018/5/22,12,52,3303,40,76,24,1872,138
2018/5/23,12,52,3303,40,76,24,1872,138
2018/5/24,12,52,3303,40,76,24,1872,138
2018/5/25,14,58,3656,44,76,24,1872,138
2018/5/26,14,58,3656,44,76,24,1872,138
2018/5/27,13,56,3535,43,76,23,1872,138
2018/5/28,14,58,3656,44,76,24,1872,138
2018/5/29,14,58,3656,44,76,24,1872,137
2018/5/30,13,55,3458,42,76,23,1872,137
2018/5/31,14,58,3656,44,76,24,1872,137
2018/6/1,14,58,3656,44,76,24,1872,137
2018/6/2,14,58,3656,44,76,24,1872,137
2018/6/3,14,58,3656,44,76,24,1872,137
2018/6/4,12,58,3352,46,78,24,1872,137
2018/6/5,12,58,3352,46,78,24,1872,137
2018/6/6,12,58,3352,46,78,24,1872,137
2018/6/7,12,58,3352,46,78,24,1872,137
2018/6/8,11,53,2906,42,79,22,1872,137
2018/6/9,12,58,3199,46,79,24,1872,137
2018/6/10,12,58,3199,46,79,24,1872,137
2018/6/11,12,58,3199,46,79,24,1872,137
2018/6/12,11,54,2999,43,79,23,1872,137
2018/6/13,12,58,3199,46,79,24,1872,137
2018/6/14,12,58,3199,46,79,24,1872,137
2018/6/15,12,60,3310,48,79,24,1872,137
2018/6/16,12,60,3152,48,80,24,1872,137
2018/6/17,11,58,3021,46,80,23,1872,137
2018/6/18,11,56,2916,45,80,22,1872,137
2018/6/19,12,60,3139,48,80,24,1872,137
2018/6/20,12,60,3152,48,80,24,1872,137
2018/6/21,12,60,3152,48,80,24,1877,137
2018/6/22,13,59,3392,46,78,24,1880,137
2018/6/23,13,59,3546,45,77,24,1886,136
2018/6/24,12,51,3103,40,77,21,1887,136
2018/6/25,13,59,3546,45,77,24,1866,136
2018/6/26,13,59,3546,45,77,24,1871,136
2018/6/27,13,59,3546,45,77,24,1875,136
2018/6/28,13,59,3392,46,78,24,1876,136
2018/6/29,13,59,3392,46,78,24,1880,136
2018/6/30,12,57,3279,45,78,23,1882,136
2018/7/1,13,59,3392,46,78,24,1885,136
2018/7/2,13,59,3392,46,78,24,1873,136
2018/7/3,11,52,3011,41,78,21,1873,136
2018/7/4,13,59,3392,46,78,24,1873,136
2018/7/5,13,59,3392,46,78,24,1877,136
2018/7/6,13,59,3392,46,78,24,1878,136
2018/7/7,13,59,3392,46,78,24,1874,136
2018/7/8,13,59,3392,46,78,24,1875,136
2018/7/9,13,59,3392,46,78,24,1880,136
2018/7/10,12,59,3238,47,79,24,1880,136
2018/7/11,12,59,3238,47,79,24,1880,136
2018/7/12,12,59,3238,47,79,24,1872,136
2018/7/13,12,59,3238,47,79,24,1872,136
2018/7/14,12,59,3238,47,79,24,1871,136
2018/7/15,12,59,3238,47,79,24,1871,136
2018/7/16,11,59,3084,47,80,24,1847,136
2018/7/17,10,49,2596,40,80,20,1847,136
2018/7/18,12,61,3184,49,80,24,1866,136
2018/7/19,12,61,3184,49,80,24,1866,135
2018/7/20,13,59,3381,46,78,24,1866,135
2018/7/21,13,59,3381,46,78,24,1866,135
2018/7/22,13,59,3381,46,78,24,1866,135
2018/7/23,13,59,3381,46,78,24,1866,135
2018/7/24,12,59,3227,46,79,24,1866,135
2018/7/25,12,59,3227,46,79,24,1866,135
2018/7/26,12,59,3227,46,79,24,1866,135
2018/7/27,13,59,3381,46,78,24,1866,135
2018/7/28,13,59,3381,46,78,24,1866,135
2018/7/29,13,59,3381,46,78,24,1866,135
2018/7/30,13,59,3381,46,78,24,1866,135
2018/7/31,13,59,3381,46,78,24,1866,135
2018/8/1,13,59,3381,46,78,24,1866,135
2018/8/2,13,59,3381,46,78,24,1866,135
2018/8/3,13,59,3381,46,78,24,1866,135
2018/8/4,12,60,3152,48,80,24,1866,135
2018/8/5,12,60,3152,48,80,24,1866,135
2018/8/6,12,60,3152,48,80,24,1866,135
2018/8/7,12,60,3152,48,80,24,1866,135
2018/8/8,12,60,3152,48,80,24,1866,135
2018/8/9,12,60,3152,48,80,24,1866,135
2018/8/10,12,60,3310,48,79,24,1866,135
2018/8/11,12,60,3310,48,79,24,1866,135
2018/8/12,12,60,3310,48,79,24,1866,135
2018/8/13,12,60,3310,48,79,24,1866,135
2018/8/14,12,60,3310,48,79,24,1866,134
2018/8/15,13,60,3467,47,78,24,1866,134
2018/8/16,13,60,3467,47,78,24,1866,134
2018/8/17,13,60,3467,47,78,24,1866,134
2018/8/18,13,60,3467,47,78,24,1866,134
2018/8/19,13,60,3467,47,78,24,1866,134
2018/8/20,13,60,3467,47,78,24,1866,134
2018/8/21,13,60,3467,47,78,24,1866,134
2018/8/22,13,60,3467,47,78,24,1866,134
2018/8/23,13,60,3467,47,78,24,1866,134
2018/8/24,13,60,3467,47,78,24,1866,134
2018/8/25,12,57,3294,45,78,24,1866,134
2018/8/26,12,57,3294,45,78,24,1866,134
2018/8/27,12,57,3294,45,78,24,1868,134
2018/8/28,10,48,2782,38,78,22,1873,134
2018/8/29,12,53,3202,41,77,24,1873,134
2018/8/30,12,53,3202,41,77,24,1873,134
2018/8/31,12,53,3202,41,77,24,1873,134
2018/9/1,12,53,3202,41,77,24,1873,134
2018/9/2,12,53,3202,41,77,24,1887,134
2018/9/3,12,52,3129,40,77,24,1890,134
2018/9/4,12,53,3202,41,77,24,1890,134
2018/9/5,12,53,3202,41,77,24,1890,134
2018/9/6,13,54,3546,41,75,24,1893,134
2018/9/7,13,54,3546,41,75,24,1893,134
2018/9/8,13,54,3546,41,75,24,1893,134
2018/9/9,13,54,3546,41,75,24,1891,133
2018/9/10,13,54,3546,41,75,24,1891,133
2018/9/11,13,54,3546,41,75,24,1892,133
2018/9/12,13,54,3546,41,75,24,1892,133
2018/9/13,13,54,3546,41,75,24,1892,133
2018/9/14,14,54,3688,40,74,24,1892,133
2018/9/15,14,54,3688,40,74,24,1892,133
2018/9/16,14,54,3688,40,74,24,1892,133
2018/9/17,14,54,3688,40,74,24,1899,133
2018/9/18,14,54,3688,40,74,24,1899,133
2018/9/19,14,55,3736,41,74,24,1887,133
2018/9/20,9,36,2476,27,74,15,1887,133
2018/9/21,15,58,3988,44,74,24,1887,133
2018/9/22,15,58,3988,44,74,24,1881,133
2018/9/23,16,62,4241,46,74,24,1886,133
2018/9/24,16,63,4289,47,74,24,1881,133
2018/9/25,16,63,4289,47,74,24,1881,133
2018/9/26,16,63,4289,47,74,24,1881,133
2018/9/27,14,55,3739,41,74,22,1886,133
2018/9/28,14,56,3818,42,74,24,1890,133
2018/9/29,14,56,3818,42,74,24,1891,133
2018/9/30,14,56,3818,42,74,24,1889,133
2018/10/1,14,56,3818,42,74,24,1891,133
2018/10/2,13,54,3572,41,75,24,1889,133
2018/10/3,14,57,3743,43,75,24,1890,133
2018/10/4,14,57,3743,43,75,24,1886,133
2018/10/5,14,57,3743,43,75,24,1886,132
2018/10/6,14,57,3743,43,75,24,1893,132
2018/10/7,14,57,3893,43,74,24,1893,132
2018/10/8,14,57,3893,43,74,24,1893,132
2018/10/9,14,57,3893,43,74,24,1891,132
2018/10/10,14,57,3893,43,74,24,1890,132
2018/10/11,14,57,3893,43,74,24,1890,132
2018/10/12,14,55,3743,41,74,24,1890,132
2018/10/13,14,55,3743,41,74,24,1890,132
2018/10/14,14,55,3743,41,74,24,1897,132
2018/10/15,14,59,3848,44,75,24,1891,132
2018/10/16,14,56,3704,43,75,23,1883,132
2018/10/17,14,59,3848,44,75,24,1882,132
2018/10/18,14,57,3717,43,75,24,1883,132
2018/10/19,14,57,3717,43,75,24,1883,132
2018/10/20,14,57,3717,43,75,24,1883,132
2018/10/21,14,57,3717,43,75,24,1883,132
2018/10/22,14,57,3717,43,75,24,1883,132
2018/10/23,14,57,3717,43,75,24,1883,132
2018/10/24,14,57,3717,43,75,24,1883,132
2018/10/25,14,57,3866,42,74,24,1883,132
2018/10/26,13,57,3568,43,76,24,1883,132
2018/10/27,13,57,3419,44,77,24,1883,132
2018/10/28,13,57,3419,44,77,24,1883,132
2018/10/29,13,57,3419,44,77,24,1883,132
2018/10/30,13,57,3419,44,77,24,1883,131
2018/10/31,13,57,3419,44,77,24,1883,131
2018/11/1,13,57,3419,44,77,24,1883,131
2018/11/2,9,57,2527,47,83,24,1883,131
2018/11/3,9,57,2527,47,83,24,1883,131
2018/11/4,15,57,4163,41,72,24,1883,131
2018/11/5,15,57,4163,41,72,24,1883,131
2018/11/6,15,54,3979,39,72,24,1883,131
2018/11/7,15,54,3979,39,72,24,1883,131
2018/11/8,15,54,3979,39,72,24,1883,131
2018/11/9,15,54,3979,39,72,24,1883,131
2018/11/10,15,54,3979,39,72,24,1883,131
2018/11/11,15,54,3979,39,72,24,1883,131
2018/11/12,15,54,3979,39,72,24,1883,131
2018/11/13,14,54,3695,40,74,24,1883,131
2018/11/14,14,54,3695,40,74,24,1883,131
2018/11/15,14,54,3837,40,73,24,1883,131
2018/11/16,14,54,3837,40,73,24,1883,131
2018/11/17,12,46,3229,34,73,20,1883,131
2018/11/18,14,54,3837,40,73,24,1883,131
2018/11/19,13,48,3389,35,73,21,1883,131
2018/11/20,15,56,3979,41,73,24,1876,131
2018/11/21,15,56,3979,41,73,24,1876,131
2018/11/22,15,56,3979,41,73,24,1870,131
2018/11/23,15,56,3979,41,73,24,1874,131
2018/11/24,15,56,3979,41,73,24,1874,131
2018/11/25,15,56,3979,41,73,24,1876,130
2018/11/26,14,52,3664,38,73,22,1876,130
2018/11/27,15,56,3979,41,73,24,1876,130
2018/11/28,13,56,3537,43,76,24,1873,130
2018/11/29,13,56,3537,43,76,24,1872,130
2018/11/30,13,56,3537,43,76,24,1872,130
